#Position (bp)	mapping quality
179658.5	142.38569865843
538974.5	140.0375077165514
898290.5	82.30711558307388
1257606.5	110.0628209078948
1616922.5	124.80023681258908
1976238.5	146.68906292727434
2335554.5	110.94644091023909
2694870.5	137.0634897109279
3054186.5	129.28341890954036
3413502.5	161.03495440867923
3772818.5	86.39877328750673
4132134.5	121.2102844330887
4491450.5	162.99613458531508
4850766.5	131.91860770768966
5210082.5	122.9179581307769
5569398.5	104.58104551159624
5928714.5	78.62701786961462
6288030.5	57.79480255483527
6647346.5	125.13249481538797
7006662.5	146.2801771052405
7365978.5	67.2685727123547
7725294.5	139.32269787729228
8084610.5	106.7750359029506
8443926.5	74.51949325692925
8803242.5	99.69196909162405
9162558.5	110.40807477154105
9521874.5	111.28033344443448
9881190.5	179.7974388089283
1.02405065E7	151.81642940474492
1.05998225E7	123.99769534635531
1.09591385E7	137.89586912625214
1.13184545E7	161.18002566215333
1.16777705E7	133.13166740482782
1.20370865E7	108.99984984163733
1.23964025E7	21.422532333438653
1.27557185E7	110.01147167585529
1.31150345E7	144.17456463648566
1.34743505E7	152.6084218457303
1.38336665E7	158.01185376128709
1.41929825E7	81.51499789518782
1.45522985E7	77.8147273013394
1.49116145E7	79.11751327775609
1.52709305E7	110.84177737275986
1.56302465E7	102.16128784129923
1.59895625E7	161.19364369669464
1.63488785E7	77.3403732644944
1.67081945E7	92.54910680725636
1.70675105E7	82.49765883831559
1.74268265E7	107.15438209497219
1.77861425E7	20.597141872844492
1.81454585E7	137.72596725353804
1.85047745E7	81.65971096780501
1.88640905E7	132.50977947040403
1.92234065E7	118.06414728507991
1.95827225E7	103.72098168048825
1.99420385E7	128.09352135808305
2.03013545E7	67.54033248112106
2.06606705E7	92.15686044715004
2.10199865E7	67.98837059887701
2.13793025E7	56.340209747725005
2.17386185E7	135.68226602646672
2.20979345E7	176.86858828332194
2.24572505E7	127.92074997638973
2.28165665E7	39.041885140369345
2.31758825E7	68.59403337374216
2.34346265E7	39.32764971538376
2.36142845E7	77.40512334898473
2.38945145E7	13.527212076088702
2.42538305E7	9.201289867217419
2.46131465E7	13.361304216492249
2.49724625E7	47.533573912825275
2.53317785E7	2.60124874888694
2.56910945E7	7.542065551357669
2.60504105E7	5.588438812503336
2.64097265E7	4.913099802257854
2.67690425E7	11.012518543048374
2.71283585E7	58.05015616990163
2.74876745E7	20.95129392643906
2.78469905E7	11.233857273813765
2.82063065E7	95.39150147622676
2.85656225E7	70.51262314353949
2.89249385E7	64.22209580492233
2.92842545E7	118.15682988569982
2.96435705E7	124.85956907598364
3.00028865E7	87.59336824199715
3.03622025E7	73.36232044040361
3.07215185E7	124.20657630661229
3.10808345E7	121.6329202068946
3.14401505E7	140.8320039266879
3.17994665E7	166.92405282606856
3.21587825E7	119.29353370295128
3.25180985E7	169.70438197409166
3.28774145E7	121.53670575776731
3.32367305E7	154.15573085102557
3.35960465E7	86.0037802164964
3.39553625E7	54.86177923151871
3.43146785E7	128.9098214840813
3.46739945E7	101.92453622646579
3.50333105E7	61.85332020285967
3.53926265E7	161.21665025514605
3.57519425E7	62.734129478788866
3.61112585E7	128.29363346334893
3.64705745E7	142.33777553968744
3.68298905E7	136.95477756832707
3.71892065E7	170.32473733475592
3.75485225E7	61.85280952136755
3.79078385E7	110.42428730157286
3.82671545E7	182.52246013255714
3.86264705E7	98.96493175872632
3.89857865E7	151.00200598321905
3.93451025E7	95.93459439093002
