#Position (bp)	mapping quality
179658.5	145.3490815333812
538974.5	142.85408477004955
898290.5	76.13957977791432
1257606.5	117.84080253832569
1616922.5	120.7390311648327
1976238.5	149.88306036195993
2335554.5	116.68175259253668
2694870.5	138.2369695176922
3054186.5	126.38919529631724
3413502.5	151.87056955803044
3772818.5	94.30371145106558
4132134.5	128.38646456158898
4491450.5	168.30824370486638
4850766.5	130.0181149115733
5210082.5	120.72091272356329
5569398.5	113.87454876017439
5928714.5	78.22060970935205
6288030.5	42.69198195549629
6647346.5	126.15991207549831
7006662.5	156.0114965257421
7365978.5	60.90477192950362
7725294.5	145.6721083396724
8084610.5	110.85508963272557
8443926.5	78.0759063252144
8803242.5	80.02113814738611
9162558.5	146.66656285282087
9521874.5	108.41150774563768
9881190.5	178.877862231078
1.02405065E7	149.7697987149448
1.05998225E7	145.2234113891056
1.09591385E7	139.29887902522952
1.13184545E7	170.69544068559443
1.16777705E7	142.65483202796577
1.20370865E7	118.85941175297985
1.23964025E7	25.620934967037158
1.27557185E7	109.68158803490903
1.31150345E7	141.81690559056392
1.34743505E7	138.18464817054323
1.38336665E7	169.8977849466038
1.41929825E7	87.88079414459813
1.45522985E7	73.14205116745448
1.49116145E7	71.62514794164389
1.52709305E7	115.26590876861322
1.56302465E7	98.58070184868814
1.59895625E7	40.005942019924184
1.63488785E7	74.50882998518146
1.67081945E7	90.9875629291343
1.70675105E7	98.088562069334
1.74268265E7	108.60397203849263
1.77861425E7	7.7758306301214155
1.81454585E7	102.19382051279798
1.85047745E7	120.71751989856216
1.88640905E7	129.82209802505398
1.92234065E7	121.310259513577
1.95827225E7	106.46862495961504
1.99420385E7	132.0354412341823
2.03013545E7	73.87952696074233
2.06606705E7	91.04475136417119
2.10199865E7	66.95731245740686
2.13793025E7	58.23770382770801
2.17386185E7	142.93246706475955
2.20979345E7	166.59080431298577
2.24572505E7	124.50105401688748
2.28165665E7	36.71442666218221
2.31758825E7	66.17344663643593
2.34346265E7	37.88443805364864
2.36142845E7	16.19883520311616
2.38945145E7	13.05030830815422
2.42538305E7	22.816590222250205
