2L	8117	8228	1	1	0	3	0	29
2L	11170	11778	2	2	0	3	3	66
2L	11345	11409	2	2	1	544	0	71
2L	11345	11778	2	2	1	11	3	70
2L	11519	11778	2	2	1	649	0	71
2L	11871	11926	2	2	0	1	0	65
2L	12222	12285	2	2	1	545	0	71
2L	12341	12416	2	2	0	4	0	55
2L	12929	13519	2	2	1	491	0	71
2L	12929	13559	2	2	0	5	0	65
2L	13493	13559	2	2	0	3	0	25
2L	13626	13682	2	2	1	531	0	70
2L	14875	14932	2	2	1	405	0	70
2L	15712	16650	2	2	0	1	0	24
2L	15712	17052	2	2	1	347	15	70
2L	15712	19879	2	2	1	0	1	4
2L	15712	19884	2	2	1	1	0	36
2L	16825	17052	2	2	0	1	0	53
2L	17150	19884	2	2	0	3	0	52
2L	17208	18260	2	2	0	2	5	40
2L	17208	19879	2	2	0	14	0	70
2L	17208	21065	2	2	0	0	3	33
2L	17213	17335	2	2	0	1	0	55
2L	17213	17875	2	2	0	0	1	44
2L	17213	18025	2	2	1	26	17	21
2L	17213	18260	2	2	1	105	89	68
2L	17213	18330	2	2	0	2	14	69
2L	17213	19482	2	2	0	1	0	44
2L	17213	19879	2	2	1	200	2	70
2L	17213	20680	2	2	0	0	1	44
2L	17213	21135	2	2	1	0	14	69
2L	17962	18018	1	1	0	0	4	50
2L	17962	20823	1	1	0	0	4	50
2L	18164	18260	2	2	0	3	5	63
2L	18164	21065	2	2	0	0	2	41
2L	18169	18260	2	2	1	16	19	66
2L	18194	18260	2	2	0	14	16	71
2L	18194	21065	2	2	0	0	9	71
2L	18396	18471	2	2	0	0	2	68
2L	18396	19879	2	2	0	1	0	23
2L	18396	21276	2	2	0	0	2	68
2L	20016	20830	2	2	1	1	0	49
2L	20016	21065	2	2	1	11	0	70
2L	20021	20830	2	2	0	13	1	65
2L	20021	21065	2	2	1	221	4	70
2L	20021	21135	2	2	1	14	0	67
2L	20767	20823	1	1	0	0	4	50
2L	20793	20866	2	2	0	2	0	62
2L	20969	21065	2	2	0	3	2	41
2L	20974	21065	2	2	1	1	6	66
2L	20999	21065	2	2	0	3	9	71
2L	21201	21276	2	2	0	2	0	38
2L	22688	22742	2	2	1	3	0	36
2L	22710	22768	1	1	0	8	0	67
2L	22936	22993	2	2	1	1	0	32
2L	22942	22997	1	1	1	68	0	68
2L	23423	23569	1	1	0	5	0	70
2L	23423	54501	1	1	0	7	0	48
2L	23423	67568	1	1	0	1	0	56
2L	23423	67891	1	1	0	3	0	66
2L	23423	74902	1	1	0	5	0	37
2L	23858	67388	1	1	0	1	0	51
2L	24211	24746	2	2	1	1	0	37
2L	26689	26765	2	2	1	74	0	71
2L	26778	26828	2	2	0	1	0	12
2L	26965	27052	2	2	1	56	0	71
2L	27297	27366	1	3	0	1	0	28
2L	27491	28014	2	2	1	22	0	64
2L	27491	28410	2	2	1	1	0	49
2L	28241	28410	2	2	0	5	0	70
2L	28241	28732	2	2	1	27	0	68
2L	28640	28732	2	2	1	1	0	6
2L	28818	28872	2	2	0	1	0	54
2L	28927	28981	2	2	1	22	0	69
2L	29069	30393	2	2	1	10	0	69
2L	29069	33844	2	2	1	12	0	69
2L	30481	30547	2	2	0	1	0	53
2L	33271	33844	2	2	1	4	0	53
2L	33271	34557	2	2	1	2	0	12
2L	34289	34557	2	2	1	23	0	47
2L	34605	34719	2	2	1	24	0	47
2L	34913	38534	2	2	0	2	0	56
2L	35213	38534	2	2	1	13	0	63
2L	38732	39300	2	2	1	18	0	71
2L	38732	58080	2	2	0	1	0	23
2L	39858	58080	2	2	1	12	0	60
2L	47441	53077	2	2	0	5	0	70
2L	49746	52309	1	1	0	0	61	69
2L	53803	54016	2	2	0	1	0	44
2L	57853	57922	2	2	0	1	0	27
2L	58183	59189	2	2	1	7	0	35
2L	58194	58248	2	2	0	1	0	27
2L	58732	62401	2	2	0	1	0	36
2L	65483	65607	1	1	0	3	0	27
2L	66613	66675	1	1	1	8	0	57
2L	66854	67388	1	1	0	2	0	63
2L	66854	67568	1	1	0	3	0	28
2L	66948	67568	1	1	0	1	0	28
2L	67004	67388	1	1	1	2	0	47
2L	67112	67388	1	1	1	2	0	36
2L	67138	67388	1	1	1	22	0	70
2L	67155	67388	1	1	0	1	0	59
2L	67339	67568	1	1	0	1	0	50
2L	67508	67568	1	1	1	179	0	70
2L	67763	67891	1	1	1	231	0	71
2L	68024	68084	1	1	1	174	0	69
2L	68387	68460	1	1	0	2	0	68
2L	68387	69816	1	1	0	3	0	45
2L	69472	69546	2	2	0	2	0	53
2L	70550	70606	1	1	1	350	9	71
2L	71805	71889	1	1	0	3	0	26
2L	71805	71914	1	1	0	4	0	22
2L	71805	71924	1	1	0	1	0	17
2L	71805	71949	1	1	1	44	0	48
2L	71805	74902	1	1	0	19	0	41
2L	72082	72136	1	1	0	1	0	42
2L	72082	74465	1	1	0	2	0	19
2L	72082	74479	1	1	0	1	0	67
2L	72082	74902	1	1	1	119	0	70
2L	72082	75077	1	1	0	2	0	37
2L	72978	74902	1	1	1	204	2	71
2L	73586	74902	1	1	0	17	0	67
2L	73621	74902	1	1	0	1	0	62
2L	73693	73819	1	1	1	70	0	71
2L	73693	74465	1	1	0	5	0	46
2L	73693	74902	1	1	1	142	2	71
2L	73693	75077	1	1	0	4	0	53
2L	73759	73819	1	1	0	2	0	70
2L	73898	74902	1	1	1	96	0	71
2L	74346	74479	1	1	0	2	0	57
2L	74573	74902	1	1	1	76	0	70
2L	74573	75077	1	1	0	1	0	14
2L	75019	75077	1	1	1	664	2	71
2L	75367	75426	1	1	0	9	0	68
2L	75367	75457	1	1	0	2	0	54
2L	75367	80152	1	1	0	2	0	22
2L	78231	78724	2	2	0	6	0	39
2L	84278	87019	2	2	1	3	0	63
2L	84278	89179	2	2	0	1	0	14
2L	84278	93067	2	2	0	1	0	69
2L	91080	94678	1	1	0	1	0	28
2L	91417	91478	1	1	0	1	0	71
2L	93310	94988	1	1	0	1	0	48
2L	94893	94988	1	1	1	256	0	71
2L	94893	94992	1	1	0	2	0	14
2L	95071	95131	1	1	1	266	0	71
2L	95071	95144	1	1	0	1	0	35
2L	95302	95353	1	1	1	174	0	70
2L	97834	97883	1	1	1	231	0	71
2L	98471	98526	1	1	1	317	0	71
2L	98706	98767	1	1	0	1	0	45
2L	99347	99486	1	1	0	1	0	58
2L	99724	99784	1	1	1	330	0	71
2L	100517	100571	1	1	1	482	0	71
2L	100693	100761	1	1	0	1	0	30
2L	100704	100761	1	1	1	505	0	71
2L	100704	100810	1	1	0	2	0	66
2L	100704	100835	1	1	0	5	0	53
2L	100943	101015	1	1	1	478	0	71
2L	101195	101248	1	1	1	491	0	71
2L	101620	101875	1	1	1	450	0	70
2L	101620	102135	1	1	0	5	0	55
2L	102907	103005	1	1	1	564	0	70
2L	102907	103017	1	1	0	2	0	46
2L	103435	103515	1	1	1	360	0	71
2L	103435	103607	1	1	0	2	0	37
2L	103435	103877	1	1	1	83	0	69
2L	103435	108587	1	1	0	16	0	64
2L	103435	110405	1	1	0	1	0	60
2L	103439	103515	1	1	0	2	0	60
2L	103984	108587	1	1	0	10	0	64
2L	104927	108587	1	1	0	1	0	50
2L	104948	105004	2	2	1	150	2	68
2L	105337	105390	2	2	1	151	0	68
2L	105456	105511	2	2	1	148	0	67
2L	105456	106437	2	2	0	3	0	63
2L	105916	105968	2	4	1	80	0	69
2L	105916	106437	2	2	0	2	0	26
2L	105916	109471	2	2	0	1	0	31
2L	106355	106437	2	2	0	3	0	69
2L	106603	108587	1	1	0	3	0	59
2L	107636	107764	1	1	0	1	0	15
2L	107839	108587	1	1	1	84	0	62
2L	107957	108587	1	1	1	1	0	39
2L	108102	108587	1	1	1	420	0	71
2L	108211	108587	1	1	0	2	0	47
2L	108227	108587	1	1	1	1416	1	71
2L	108227	110405	1	1	0	1	0	68
2L	108347	108587	1	1	1	135	0	71
2L	108514	108587	1	1	0	2	0	56
2L	108810	110405	1	1	1	1926	36	71
2L	110122	110405	1	1	0	0	1	43
2L	110484	110754	1	1	1	1544	59	71
2L	110559	110754	1	1	0	1	0	38
2L	110612	110754	1	1	0	1	0	21
2L	110878	111004	1	1	1	85	59	71
2L	110878	111906	1	1	1	1010	59	71
2L	110878	112689	1	1	1	95	0	69
2L	111118	111906	1	1	1	5	0	54
2L	111118	112689	1	1	1	115	21	70
2L	111626	111906	1	1	0	1	0	17
2L	112020	112689	1	1	1	1105	31	71
2L	113370	113433	1	1	1	1680	1	71
2L	114882	114938	1	3	0	1	0	53
2L	114992	131913	1	1	0	1	0	65
2L	114992	132475	1	1	0	1	0	55
2L	114992	155566	1	1	1	58	0	71
2L	114992	155637	1	1	1	6	0	49
2L	114992	156175	1	1	0	1	0	21
2L	114992	156422	1	1	0	2	0	34
2L	114992	156735	1	1	0	1	0	50
2L	117760	117819	2	2	1	102	1	70
2L	117760	117822	2	2	0	1	0	59
2L	118077	118135	2	2	1	77	0	70
2L	118305	118360	2	2	1	88	0	69
2L	118875	118930	2	2	1	97	0	71
2L	119077	119133	2	2	1	78	0	70
2L	119080	119133	2	2	0	1	0	20
2L	119236	119287	2	2	1	60	0	65
2L	119236	119430	2	2	1	5	0	53
2L	119376	119430	2	2	1	62	0	68
2L	119555	119827	2	2	1	71	0	69
2L	120078	120420	2	2	0	1	0	19
2L	120081	120167	2	2	1	5	0	66
2L	120081	120420	2	2	1	35	0	68
2L	120081	121632	2	2	1	45	0	66
2L	120266	120420	2	2	0	2	0	23
2L	120266	121283	2	2	0	1	0	47
2L	120365	120420	2	2	1	9	0	40
2L	122988	123080	2	2	0	6	0	42
2L	122995	123080	2	2	1	253	0	71
2L	123457	123517	1	3	0	1	0	69
2L	123630	123693	2	2	1	1104	0	71
2L	123795	123855	2	2	1	928	0	71
2L	124025	124086	2	2	1	820	0	71
2L	124921	125076	2	4	1	611	0	70
2L	125267	125380	2	2	0	1	0	32
2L	125267	125487	2	2	0	1	0	45
2L	125267	126109	2	2	1	529	0	71
2L	126228	126309	2	2	0	4	0	69
2L	126228	127142	2	2	0	1	0	58
2L	126228	127380	2	2	0	1	0	26
2L	126228	128120	2	2	0	2	0	54
2L	126228	128799	2	2	1	635	0	71
2L	126228	130507	2	2	0	4	0	65
2L	126412	128280	2	2	0	2	0	60
2L	127295	127380	2	2	0	4	0	29
2L	128699	131913	1	1	0	3	0	17
2L	128776	131913	1	1	0	2	0	16
2L	128943	130507	2	2	1	13	0	42
2L	132256	132475	1	1	1	222	0	71
2L	133182	133268	1	1	0	11	0	68
2L	141341	141395	2	2	1	15	0	68
2L	141610	141661	2	2	1	3	0	38
2L	141610	141670	2	2	1	19	0	69
2L	145911	145974	2	2	0	3	0	47
2L	145911	147348	2	2	1	41	0	62
2L	145911	147354	2	2	1	12	0	63
2L	146022	147348	2	2	0	1	0	27
2L	146025	147348	2	2	0	1	0	45
2L	147455	147510	2	2	1	53	0	66
2L	147685	147764	2	2	0	2	0	27
2L	147711	147764	2	2	1	48	0	70
2L	147937	147994	2	2	1	25	0	55
2L	148038	148091	2	2	1	27	0	48
2L	148174	148337	2	2	1	30	0	69
2L	148826	148878	2	2	1	30	0	69
2L	149227	151114	2	2	1	31	0	69
2L	149227	155127	2	2	0	9	0	68
2L	155060	155127	2	2	1	142	0	69
2L	155179	155249	1	1	1	6	0	46
2L	155179	155566	1	1	0	1	0	37
2L	155325	155947	2	2	0	1	0	64
2L	155430	155493	1	1	0	5	0	42
2L	155430	155566	1	1	1	1501	0	70
2L	155430	155637	1	1	1	74	0	69
2L	155432	155566	1	1	0	2	0	67
2L	155785	155857	1	1	1	2816	1	71
2L	155971	156044	1	1	0	42	0	69
2L	156349	156422	1	1	1	1083	0	71
2L	156553	156707	1	1	0	1	0	60
2L	156553	156735	1	1	1	1083	0	71
2L	157751	157897	2	2	0	3	0	67
2L	158376	158435	2	2	1	408	0	70
2L	158494	158605	2	2	0	1	0	31
2L	159818	160008	1	1	0	2	0	15
2L	159820	159883	1	1	0	1	0	59
2L	159820	160008	1	1	1	164	0	45
2L	160024	162591	1	1	0	86	0	15
2L	160024	164158	1	1	0	4	0	15
2L	160024	175360	1	1	0	7	0	15
2L	160024	183760	1	1	0	1	0	15
2L	160129	162591	1	1	0	9	0	58
2L	161376	162591	1	1	0	4	0	70
2L	162110	162591	1	1	0	1	0	58
2L	162325	162591	1	1	0	1	0	26
2L	163002	163107	1	1	0	1	0	41
2L	163002	164158	1	1	1	31	0	41
2L	163002	175360	1	1	1	42	0	41
2L	163002	183760	1	1	1	17	0	41
2L	163476	164158	1	1	0	2	0	31
2L	164235	175360	1	1	1	4	0	67
2L	164279	175360	1	1	0	2	0	63
2L	164328	175360	1	1	0	2	0	19
2L	166455	166621	2	2	0	1	0	64
2L	170538	171553	2	2	0	2	0	70
2L	175448	177219	1	1	0	3	0	70
2L	175448	183760	1	1	1	64	0	70
2L	182935	183216	1	1	0	1	0	58
2L	183420	183760	1	1	1	9	0	43
2L	184645	184725	1	1	0	8	0	43
2L	185083	185151	1	1	1	58	0	71
2L	186124	186192	1	1	1	103	0	71
2L	186856	186909	1	1	1	48	0	68
2L	187017	187481	1	1	1	124	0	71
2L	188867	188922	1	1	0	2	0	52
2L	189064	189126	1	1	0	5	0	69
2L	194140	203534	2	2	0	3	0	55
2L	199576	199636	1	1	1	643	0	71
2L	199744	199902	1	1	1	10	0	71
2L	199744	200119	1	1	1	582	0	71
2L	199984	200119	1	1	1	11	0	60
2L	200316	200375	1	1	1	576	0	71
2L	200676	200741	1	1	1	489	0	71
2L	200676	200752	1	1	0	1	0	69
2L	201062	201126	1	1	1	554	0	71
2L	203576	203713	1	1	0	1	0	43
2L	203892	203965	1	1	0	3	0	61
2L	203892	203992	1	1	1	967	0	71
2L	203892	204009	1	1	0	1	0	52
2L	205209	205271	2	2	0	1	0	23
2L	205213	205271	2	2	1	33	0	71
2L	205944	206000	2	2	1	47	0	54
2L	206051	206120	2	2	0	10	0	50
2L	206051	206699	2	2	1	20	0	50
2L	206051	207230	2	2	1	7	0	39
2L	206124	207422	1	1	0	2	0	37
2L	206498	206699	2	2	0	1	0	61
2L	206868	207230	2	2	0	3	0	67
2L	207632	207710	1	1	1	307	0	70
2L	208053	208111	1	1	0	1	0	55
2L	208522	208726	2	2	0	2	0	65
2L	208609	208728	1	1	1	245	0	71
2L	209531	209603	1	1	0	5	0	14
2L	213495	213653	2	2	0	2	0	36
2L	214756	214811	2	2	0	1	0	14
2L	214943	215033	2	2	1	1256	0	71
2L	215296	215359	2	2	0	1	0	26
2L	215677	215772	2	2	1	881	0	71
2L	215711	215772	2	2	0	1	0	33
2L	216008	216076	2	2	1	714	1	70
2L	216231	216344	2	2	0	1	0	67
2L	216276	216344	2	2	1	725	0	71
2L	216574	216631	2	2	1	640	0	71
2L	217736	217792	2	2	0	2	0	41
2L	218886	221505	2	2	1	102	1	71
2L	218886	226115	2	2	1	321	0	71
2L	218886	227371	2	2	1	37	0	70
2L	221565	221674	2	2	0	1	0	59
2L	221801	221868	2	2	0	2	0	65
2L	225336	226735	1	1	0	1	0	26
2L	225623	226735	1	1	0	5	0	64
2L	226509	227371	2	2	1	379	0	71
2L	227548	228126	2	2	0	1	0	62
2L	227548	228132	2	2	1	241	0	71
2L	228282	229172	2	2	1	356	0	71
2L	228282	230537	2	2	1	8	0	58
2L	229351	230537	2	2	0	2	0	14
2L	229383	230537	2	2	1	326	0	71
2L	230628	230757	2	2	1	300	0	71
2L	231035	231947	2	2	1	76	0	70
2L	231035	231962	2	2	1	272	0	71
2L	232084	232332	2	2	0	1	0	34
2L	232102	232291	2	2	1	441	0	71
2L	232380	233996	2	2	1	434	0	70
2L	233155	233216	1	1	1	2	0	3
2L	234175	234236	2	2	1	316	0	70
2L	234758	235139	2	2	0	1	0	22
2L	240285	240308	1	1	0	1	0	29
2L	242144	242243	2	2	1	126	0	65
2L	242429	242507	2	2	0	11	0	60
2L	242563	242624	2	2	0	2	0	42
2L	242745	242800	2	2	0	8	1	55
2L	242745	248604	2	2	0	4	0	62
2L	242745	249005	2	2	0	2	0	50
2L	242745	249009	2	2	0	3	0	62
2L	242745	249017	2	2	0	2	0	39
2L	242745	249186	2	2	0	1	0	16
2L	242745	250229	2	2	0	1	0	55
2L	242745	250277	2	2	0	1	0	20
2L	242745	250576	2	2	0	1	0	57
2L	242745	250756	2	2	1	79	2	68
2L	242745	250806	2	2	0	9	0	32
2L	242745	251070	2	2	0	1	0	35
2L	242926	248604	2	2	0	7	1	68
2L	242926	250756	2	2	1	13	0	58
2L	244568	246393	2	2	0	1	0	49
2L	244568	247342	2	2	0	3	0	50
2L	244568	250756	2	2	0	3	0	49
2L	247941	248102	2	2	0	1	0	57
2L	248855	250739	2	2	0	1	0	43
2L	248855	250756	2	2	0	3	0	49
2L	249529	252613	1	1	0	1	0	63
2L	249529	259694	1	1	0	2	0	63
2L	249529	260527	1	1	0	1	0	26
2L	251442	251526	2	2	0	1	0	33
2L	251465	251526	2	2	1	363	0	70
2L	251647	251855	2	2	0	4	0	44
2L	251715	251855	2	2	0	2	0	32
2L	251802	251855	2	2	1	311	0	70
2L	251925	251978	2	2	1	332	0	69
2L	252167	252226	2	2	1	406	0	71
2L	253100	253182	1	1	0	11	0	61
2L	253146	253219	2	2	1	220	0	70
2L	253349	253423	1	1	0	13	0	67
2L	253386	253445	2	2	1	235	1	71
2L	253891	253955	2	2	1	163	0	70
2L	254398	255010	2	2	0	1	0	48
2L	254398	258452	2	2	0	5	0	67
2L	254398	271426	2	2	0	1	0	57
2L	254398	271628	2	2	1	268	0	69
2L	254398	271668	2	2	0	1	0	49
2L	254425	271628	2	2	1	8	0	16
2L	258638	258694	2	2	0	4	0	55
2L	258887	271628	2	2	0	4	0	67
2L	258971	271628	2	2	0	1	0	54
2L	262587	262644	1	1	0	2	0	57
2L	269390	269457	1	1	1	26	0	70
2L	270607	270660	1	1	1	17	0	71
2L	271319	271628	2	2	0	1	0	57
2L	271913	271974	1	1	0	7	3	58
2L	271913	274045	1	1	0	3	0	57
2L	271924	271974	1	1	0	0	3	65
2L	272489	272554	2	2	0	1	0	42
2L	272507	272554	2	2	1	495	0	71
2L	272507	272578	2	2	0	4	0	52
2L	273771	274045	1	1	0	1	0	38
2L	273862	274045	1	1	0	1	0	68
2L	273881	274045	1	1	0	3	0	49
2L	273944	274006	1	1	0	1	0	55
2L	273944	274045	1	1	0	3	0	63
2L	275043	275097	2	2	0	3	0	70
2L	275043	275130	2	2	0	4	0	57
2L	275252	275318	2	2	1	904	0	71
2L	276498	276738	2	2	1	697	0	71
2L	276898	276958	2	2	1	14	0	64
2L	276898	276973	2	2	0	2	0	60
2L	276904	276958	2	2	1	1023	1	71
2L	276904	276973	2	2	1	69	0	66
2L	277864	277929	1	1	1	209	0	70
2L	278324	278642	1	1	1	178	0	69
2L	279125	279184	1	1	1	189	0	69
2L	279806	279852	1	1	0	3	0	26
2L	279806	279869	1	1	1	205	0	69
2L	280041	280109	1	1	1	210	0	71
2L	280423	280476	1	1	0	1	0	27
2L	280984	281066	1	1	0	2	0	52
2L	282506	282653	2	4	1	415	0	71
2L	282888	282940	1	1	0	4	0	55
